Date, Open, High, Low, Close, Minor Trend, Major Trend, Major To Up, Major To Down, Price for Major Change, Major Trend Just Changed, ATR, Contract Rollover Day, Sell Stop, Buy Stop
19961202, 115.718, 115.875, 115.343,  115.875, Unknown, Unknown, -1, -1, 0, False, 0.532, False
19961203, 116.125, 116.531, 115.687,  116, Unknown, Unknown, -1, -1, 0, False, 0.5617142857142857142857142857, False, 0, 0
19961204, 115.781, 116.031, 115.156,  115.343, Unknown, Unknown, -1, -1, 0, False, 0.5915510204081632653061224490, False, 115.39533333333333333333333333, 116.14566666666666666666666667
19961205, 115.312, 115.375, 113.906,  114.093, Down, Unknown, -1, -1, 0, False, 0.6751175898931000971817298348, False, 114.91633333333333333333333333, 115.979
19961206, 112.75, 114.156, 112.687,  113.843, Down, Unknown, -1, -1, 0, False, 0.7507254384747096117358508029, False, 113.91633333333333333333333333, 115.18733333333333333333333333
19961209, 114.312, 114.593, 114.156,  114.437, Down, Unknown, -1, -1, 0, False, 0.7506563490961658391895792979, False, 113.583, 114.708
19961210, 114.375, 114.437, 114.125,  114.375, Down, Unknown, -1, -1, 0, False, 0.7088795539441500449810479362, False, 113.656, 114.39533333333333333333333333
19961211, 113.812, 114.062, 112.75,  112.906, Down, Unknown, -1, -1, 0, False, 0.7961291202351833740304719423, False, 113.677, 114.364
19961212, 113.093, 113.718, 112.406,  112.5, Down, Unknown, -1, -1, 0, False, 0.8452596802127849574561412811, False, 113.09366666666666666666666667, 114.07233333333333333333333333
19961213, 112.437, 113.437, 112.312,  113.25, Down, Unknown, -1, -1, 0, False, 0.8719016154306149615079373496, False, 112.48933333333333333333333333, 113.739
19961216, 113.5, 113.531, 112.562,  112.75, Down, Unknown, -1, -1, 0, False, 0.8811490806276992508881337925, False, 112.42666666666666666666666667, 113.562
19961217, 112.593, 112.656, 111.875,  112.531, Down, Unknown, -1, -1, 0, False, 0.8805634539012517031845020027, False, 112.24966666666666666666666667, 113.208
19961218, 112.468, 112.781, 112.031,  112.062, Down, Unknown, -1, -1, 0, False, 0.8681288392439896362145494310, False, 112.156, 112.98933333333333333333333333
19961219, 111.937, 113.187, 111.875,  113.156, Up, Unknown, -1, -1, 0, False, 0.9104022831255144327655447233, False, 111.927, 112.87466666666666666666666667
19961220, 113.5, 113.656, 113.031,  113.312, Up, Unknown, -1, -1, 0, False, 0.8832211133040368677402547497, False, 112.31233333333333333333333333, 113.208
19961223, 113.25, 113.625, 113.062,  113.437, Up, Unknown, -1, -1, 0, False, 0.8527238644179381184316590593, False, 112.656, 113.48933333333333333333333333
19961224, 113.375, 113.468, 113.343,  113.406, Up, Unknown, -1, -1, 0, False, 0.7834168297114678214381677203, False, 113.14533333333333333333333333, 113.583
19961226, 113.468, 113.625, 113.281,  113.343, Up, Unknown, -1, -1, 0, False, 0.7415676078341851717773898422, False, 113.22866666666666666666666667, 113.57266666666666666666666667
19961227, 113.5, 114.031, 113.343,  113.937, Up, Unknown, -1, -1, 0, False, 0.7364659308975961077985908096, False, 113.32233333333333333333333333, 113.708
19961230, 114.031, 114.187, 113.812,  113.875, Up, Unknown, -1, -1, 0, False, 0.7020406041454440975320583515, False, 113.47866666666666666666666667, 113.94766666666666666666666667
19961231, 113.406, 113.406, 112.094,  112.125, Up, Unknown, -1, -1, 0, False, 0.8047986418458779930051956514, True, 113.083, 113.87466666666666666666666667
19970102, 112.156, 112.406, 110.656,  110.875, Down, Down, -1, -1, 0, False, 0.8948178188129372317666055894, False, 112.18733333333333333333333333, 113.333
19970103, 111.156, 111.563, 110.969,  111.063, Down, Down, -1, -1, 0, False, 0.8751208836878955906459764856, False, 111.23966666666666666666666667, 112.45833333333333333333333333
19970106, 110.844, 111.094, 110.75,  110.781, Down, Down, -1, -1, 0, False, 0.8245379423842864867749311060, False, 110.79166666666666666666666667, 111.68766666666666666666666667
19970107, 110.781, 111.031, 110.219,  110.375, Down, Down, -1, -1, 0, False, 0.8233438526334020594630329054, False, 110.646, 111.22933333333333333333333333
19970108, 110.719, 110.813, 110.063,  110.188, Down, Down, -1, -1, 0, False, 0.8163587238111732918951250096, False, 110.344, 110.97933333333333333333333333
19970109, 110.125, 110.969, 109.813,  110.906, Down, Down, -1, -1, 0, False, 0.8487055120196329783813035801, False, 110.03166666666666666666666667, 110.93766666666666666666666667
19970110, 111.031, 111.125, 109.313,  109.813, Up, Down, -1, -1, 0, False, 0.9404478442082393613926080010, False, 109.72966666666666666666666667, 110.969
19970113, 110.063, 110.156, 109.656,  109.875, Up, Down, -1, -1, 0, False, 0.8985004304741213269742643819, False, 109.594, 110.75
19970114, 109.906, 110.938, 109.875,  110.906, Up, Down, -1, -1, 0, False, 0.9141670561432526291671915836, False, 109.61466666666666666666666667, 110.73966666666666666666666667
19970115, 111.031, 111.063, 110.406,  110.781, Up, Down, -1, -1, 0, False, 0.8896749555581809501988876233, False, 109.979, 110.719
19970116, 110.938, 111.313, 109.969,  110.219, Up, Down, -1, -1, 0, False, 0.9329440074097827644656602306, False, 110.08333333333333333333333333, 111.10466666666666666666666667
19970117, 110.469, 110.656, 110.094,  110.469, Up, Down, -1, -1, 0, False, 0.8976160067040891678498830658, False, 110.15633333333333333333333333, 111.01066666666666666666666667
19970121, 110, 111.094, 109.719,  111, Up, Down, -1, -1, 0, False, 0.9430811489227473423403703929, False, 109.92733333333333333333333333, 111.021
19970122, 111, 111.281, 110.531,  110.531, Up, Down, -1, -1, 0, False, 0.9246924680729618811650970221, False, 110.11466666666666666666666667, 111.01033333333333333333333333
19970123, 110.531, 110.719, 110.156,  110.344, Up, Down, -1, -1, 0, False, 0.8902455663517274162922306390, False, 110.13533333333333333333333333, 111.03133333333333333333333333
19970124, 110.063, 110.125, 109.344,  109.719, Down, Down, -1, -1, 0, False, 0.9006983695563248052167801020, False, 110.01033333333333333333333333, 110.70833333333333333333333333
19970127, 109.688, 109.75, 109.094,  109.281, Down, Down, -1, -1, 0, False, 0.8773937629319129190056581875, False, 109.53133333333333333333333333, 110.198
19970128, 109.344, 110.531, 109.281,  109.563, Down, Down, -1, -1, 0, False, 0.9128800712241116886241669315, False, 109.23966666666666666666666667, 110.13533333333333333333333333
19970129, 109.125, 110.063, 108.938,  109.75, Down, Down, -1, -1, 0, False, 0.9330819692027677182790081761, False, 109.10433333333333333333333333, 110.11466666666666666666666667
19970130, 109.813, 110.219, 109.656,  110.063, Down, Down, -1, -1, 0, False, 0.8978360673739326974905312069, False, 109.29166666666666666666666667, 110.271
19970131, 110.188, 111.125, 110,  110.938, Up, Down, -1, -1, 0, False, 0.9194707276240343453485758539, False, 109.53133333333333333333333333, 110.469
19970203, 111, 111.688, 110.781,  111.594, Up, Up, 5, -1, 111.313, True, 0.9182830392788882172201400583, False, 110.14566666666666666666666667, 111.01066666666666666666666667
19970204, 111.438, 111.781, 111.313,  111.719, Up, Up, 5, -1, 111.313, True, 0.8753989402999464822467933861, False, 110.698, 111.53133333333333333333333333
19970205, 111.875, 112.094, 111.469,  111.531, Up, Up, 5, -1, 111.313, True, 0.8515514221761420553661463969, False, 111.18766666666666666666666667, 111.85433333333333333333333333
19970206, 111.406, 111.5, 111.219,  111.406, Up, Up, 5, -1, 111.313, True, 0.8001655724450809072360372162, False, 111.33366666666666666666666667, 111.79166666666666666666666667
19970207, 111.5, 112.5, 111.5,  112, Up, Up, 5, -1, 111.313, True, 0.8281498036407874874992717670, False, 111.396, 112.03133333333333333333333333
19970210, 111.906, 112.156, 111.781,  112, Up, Up, 5, -1, 111.313, True, 0.7849926794845220124993411225, False, 111.50, 112.052
19970211, 112.125, 112.188, 111.875,  111.969, Up, Up, 5, -1, 111.313, True, 0.7400409957240913446422610156, False, 111.71866666666666666666666667, 112.28133333333333333333333333
19970212, 111.938, 112.25, 111.688,  111.938, Up, Up, 5, -1, 111.313, True, 0.7230847104170350261049028236, False, 111.78133333333333333333333333, 112.198
19970213, 112.031, 112.875, 111.938,  112.844, Up, Up, 5, -1, 111.313, True, 0.7434575951392221664758644594, False, 111.83366666666666666666666667, 112.43766666666666666666666667
19970214, 113.125, 113.594, 113.063,  113.438, Up, Up, 5, -1, 111.313, True, 0.7440806813164391030019726061, False, 112.22966666666666666666666667, 112.90633333333333333333333333
19970218, 113.75, 113.781, 113.188,  113.375, Up, Up, 5, -1, 111.313, True, 0.7296920450005877598589275960, False, 112.72966666666666666666666667, 113.41666666666666666666666667
19970219, 113.344, 113.656, 113,  113.156, Up, Up, 5, -1, 111.313, True, 0.7226737550005317827295059202, False, 113.08366666666666666666666667, 113.677
19970220, 112.875, 113.031, 112.531,  112.563, Down, Up, -1, -1, 111.313, False, 0.7133714926195287558028863088, False, 112.90633333333333333333333333, 113.48933333333333333333333333
19970221, 112.344, 112.563, 112.281,  112.469, Down, Up, -1, -1, 111.313, False, 0.6722884933224307790597542794, False, 112.604, 113.08333333333333333333333333
19970224, 112.25, 112.281, 111.969,  112.156, Down, Up, -1, -1, 111.313, False, 0.6558800653869611810540633956, False, 112.26033333333333333333333333, 112.625
19970225, 112.281, 112.469, 112.031,  112.125, Down, Up, -1, -1, 111.313, False, 0.6351295829691553542870097389, False, 112.09366666666666666666666667, 112.43766666666666666666666667
19970226, 112.063, 112.281, 110.281,  110.406, Down, Up, -1, -1, 111.313, False, 0.7651172417339977014977707161, False, 111.427, 112.34366666666666666666666667
19970227, 110.531, 110.719, 110.031,  110.25, Down, Up, -1, -1, 111.313, False, 0.7577727425212360156408401717, False, 110.781, 111.823
19970228, 110.375, 110.625, 110.094,  110.438, Down, Up, -1, -1, 111.313, False, 0.7361753384715944903417125363, False, 110.13533333333333333333333333, 111.20833333333333333333333333
19970303, 109.969, 110.219, 109.75,  110.156, Down, Up, -1, -1, 111.313, False, 0.7315872109981093007853589614, False, 109.95833333333333333333333333, 110.521
19970304, 110.313, 110.406, 109.781,  109.813, Down, Up, -1, -1, 111.313, False, 0.7214360480459084149962771556, False, 109.875, 110.41666666666666666666666667
19970305, 109.531, 110.156, 109.531,  109.938, Down, Up, -1, -1, 111.313, False, 0.7122516625177266611871079027, False, 109.68733333333333333333333333, 110.26033333333333333333333333
19970306, 110.188, 110.219, 109.406,  109.531, Down, Up, -1, -1, 111.313, False, 0.7218467422779431696454785786, False, 109.57266666666666666666666667, 110.26033333333333333333333333
19970307, 109.5, 110.438, 108.719,  110.094, Up, Up, -1, -1, 111.313, False, 0.8168137192038533439649568092, False, 109.21866666666666666666666667, 110.271
19970310, 110.281, 110.344, 109.969,  110.125, Up, Up, -1, -1, 111.313, False, 0.7747362221368196921587704464, False, 109.36466666666666666666666667, 110.33366666666666666666666667
19970311, 110.219, 110.25, 109.625,  110, Up, Up, -1, -1, 111.313, False, 0.7604756295523606738579351658, False, 109.43766666666666666666666667, 110.344
19970312, 109.781, 110, 109.531,  109.656, Down, Up, -1, -1, 111.313, False, 0.7327160457854691811095603881, False, 109.70833333333333333333333333, 110.198
19970313, 109.5, 109.563, 108.438,  108.5, Down, Down, -1, 8, 109.406, True, 0.7789335652344721162419832083, False, 109.198, 109.93766666666666666666666667
19970314, 108.781, 109.25, 108.625,  108.844, Down, Down, -1, 8, 109.406, True, 0.7761779875930938194570324266, False, 108.86466666666666666666666667, 109.60433333333333333333333333
19970317, 108.656, 108.75, 108.219,  108.75, Down, Down, -1, 8, 109.406, True, 0.7617800840127991699849341003, False, 108.42733333333333333333333333, 109.18766666666666666666666667
19970318, 108.531, 108.938, 108.25,  108.656, Down, Down, -1, 8, 109.406, True, 0.7547534093449135347482737098, False, 108.36466666666666666666666667, 108.97933333333333333333333333
19970319, 108.938, 109.156, 108.281,  108.469, Up, Down, -1, -1, 109.406, False, 0.7662054655977789123912952612, False, 108.25, 108.948
19970320, 108.438, 108.75, 107.969,  108.656, Up, Down, -1, -1, 109.406, False, 0.7676144688741809207349814268, False, 108.16666666666666666666666667, 108.948
19970321, 108.813, 108.938, 108.5,  108.719, Up, Down, -1, -1, 109.406, False, 0.7362226146956874997126022433, False, 108.25, 108.948
19970324, 108.719, 109, 108.719,  108.969, Up, Down, -1, -1, 109.406, False, 0.6928680799627648806923544106, False, 108.396, 108.896
19970325, 109.188, 109.781, 108.563,  108.719, Up, Down, -1, -1, 109.406, False, 0.7428806437758348920549873239, False, 108.594, 109.23966666666666666666666667
19970326, 108.781, 108.813, 108.125,  108.469, Down, Down, -1, -1, 109.406, False, 0.7376539157971839499545123407, False, 108.469, 109.198
19970327, 108.594, 108.625, 107.344,  107.375, Down, Down, -1, -1, 109.406, False, 0.7894011619117378594826540225, False, 108.01066666666666666666666667, 109.073
19970331, 107.281, 107.594, 107.156,  107.219, Down, Down, -1, -1, 109.406, False, 0.7559343845868104442938298299, False, 107.54166666666666666666666667, 108.344
19970401, 106.75, 107.25, 106.406,  107.031, Down, Down, -1, -1, 109.406, False, 0.7643215860547332591229888937, True, 106.96866666666666666666666667, 107.823
19970402, 107.094, 107.219, 106.813,  107.125, Down, Down, -1, -1, 109.406, False, 0.7301957207161872344446089991, False, 106.79166666666666666666666667, 107.35433333333333333333333333
19970403, 106.938, 107.344, 106.938,  107.188, Down, Down, -1, -1, 109.406, False, 0.6993199377908360692594081420, False, 106.719, 107.271
19970404, 107.313, 107.344, 106.281,  106.563, Down, Down, -1, -1, 109.406, False, 0.7339561341917088245680359380, False, 106.67733333333333333333333333, 107.30233333333333333333333333
19970407, 106.813, 107.219, 106.813,  107.188, Down, Down, -1, -1, 109.406, False, 0.7265317404591651269901277534, False, 106.67733333333333333333333333, 107.30233333333333333333333333
19970408, 107.281, 107.281, 106.75,  106.969, Down, Down, -1, -1, 109.406, False, 0.7079096699392446387053536816, False, 106.61466666666666666666666667, 107.28133333333333333333333333
19970409, 107.094, 107.406, 106.844,  106.875, Up, Down, -1, -1, 109.406, False, 0.6940135108974118159715104738, False, 106.80233333333333333333333333, 107.302
19970410, 106.719, 106.906, 106.656,  106.906, Up, Down, -1, -1, 109.406, False, 0.6517265098595630715932713811, False, 106.75, 107.19766666666666666666666667
19970411, 107, 107.063, 105.938,  106.188, Down, Down, -1, -1, 109.406, False, 0.6968001755872237314415312496, False, 106.47933333333333333333333333, 107.125
19970414, 106.125, 106.281, 106.094,  106.25, Down, Down, -1, -1, 109.406, False, 0.6482477779122500427328139877, False, 106.22933333333333333333333333, 106.75
19970415, 106.406, 107.375, 106.375,  107.188, Down, Down, -1, -1, 109.406, False, 0.6936527514444167053296888460, False, 106.13566666666666666666666667, 106.90633333333333333333333333
19970416, 107.063, 107.188, 106.469,  107.031, Down, Down, -1, -1, 109.406, False, 0.6960667751163770191078137178, False, 106.31266666666666666666666667, 106.948
19970417, 107.188, 107.75, 107.188,  107.406, Up, Up, 13, -1, 107.406, True, 0.6982508917719601601451647923, False, 106.67733333333333333333333333, 107.43766666666666666666666667
19970418, 107.281, 107.75, 107.281,  107.563, Up, Up, 13, -1, 107.406, True, 0.6764174735079639544170538597, False, 106.97933333333333333333333333, 107.56266666666666666666666667
19970421, 107.625, 107.719, 107.188,  107.219, Up, Up, 13, -1, 107.406, True, 0.6625681903167292920916201588, False, 107.219, 107.73966666666666666666666667
19970422, 107.125, 107.688, 107.094,  107.688, Down, Up, -1, -1, 107.406, False, 0.6560378864770407880828944294, False, 107.18766666666666666666666667, 107.719
19970423, 107.781, 107.781, 107.156,  107.281, Down, Up, -1, -1, 107.406, False, 0.6530818972887511892178568647, False, 107.146, 107.72933333333333333333333333
19970424, 107.344, 107.406, 106.813,  106.875, Down, Up, -1, -1, 107.406, False, 0.6473598118326796473875847823, False, 107.021, 107.625
19970425, 106.719, 106.813, 106.594,  106.688, Down, Up, -1, -1, 107.406, False, 0.6124684011819482523982909935, False, 106.85433333333333333333333333, 107.33333333333333333333333333
19970428, 106.688, 106.969, 106.531,  106.969, Down, Up, -1, -1, 107.406, False, 0.5958523629741436569317870894, False, 106.646, 107.06266666666666666666666667
19970429, 106.906, 108.563, 106.781,  108.531, Up, Up, -1, -1, 107.406, False, 0.7088188045956537848430454618, False, 106.63533333333333333333333333, 107.44833333333333333333333333
19970430, 108.375, 109.25, 107.938,  108.844, Up, Up, -1, -1, 107.406, False, 0.7662646327294010434294220845, False, 107.08333333333333333333333333, 108.26066666666666666666666667
19970501, 108.875, 109.281, 108.781,  109.25, Up, Up, -1, -1, 107.406, False, 0.7409060962789818964361437907, False, 107.83333333333333333333333333, 109.03133333333333333333333333
19970502, 109.313, 109.906, 109.031,  109.5, Up, Up, -1, -1, 107.406, False, 0.7536769442524121920136539059, False, 108.58333333333333333333333333, 109.479
19970505, 109.563, 109.688, 109.375,  109.625, Up, Up, -1, -1, 107.406, False, 0.7117077114664681737266392482, False, 109.06233333333333333333333333, 109.625
19970506, 109.5, 109.75, 109.281,  109.688, Up, Up, -1, -1, 107.406, False, 0.6885926913268045381336259865, False, 109.229, 109.78133333333333333333333333
19970507, 109.406, 109.5, 108.875,  108.938, Down, Up, -1, -1, 107.406, False, 0.7004410064385374392637568449, False, 109.177, 109.646
19970508, 108.563, 109.531, 108.531,  109.438, Down, Up, -1, -1, 107.406, False, 0.7289704343967719688576847644, False, 108.89566666666666666666666667, 109.59366666666666666666666667
19970509, 109.625, 110.031, 109.25,  109.844, Up, Up, -1, -1, 107.406, False, 0.7339256311208889242045719297, False, 108.88533333333333333333333333, 109.68733333333333333333333333
19970512, 109.719, 110.094, 109.625,  110, Up, Up, -1, -1, 107.406, False, 0.7086946186331852171374698412, False, 109.13533333333333333333333333, 109.88533333333333333333333333
19970513, 109.813, 110.281, 109.375,  109.438, Up, Up, -1, -1, 107.406, False, 0.7274856073347866250291393801, False, 109.41666666666666666666666667, 110.13533333333333333333333333
19970514, 109.469, 110.156, 109.406,  109.781, Up, Up, -1, -1, 107.406, False, 0.7296298352076640893120784868, False, 109.46866666666666666666666667, 110.177
19970515, 109.5, 110, 109.031,  109.938, Up, Up, -1, -1, 107.406, False, 0.7524269937593151284252138690, False, 109.27066666666666666666666667, 110.14566666666666666666666667
19970516, 109.969, 110, 109.438,  109.563, Up, Up, -1, -1, 107.406, False, 0.7342910895917613066704315958, False, 109.29166666666666666666666667, 110.052
19970519, 109.656, 109.688, 109.344,  109.5, Up, Up, -1, -1, 107.406, False, 0.6971205096306411822256285867, False, 109.271, 109.896
19970520, 109.438, 109.969, 109.063,  109.469, Down, Up, -1, -1, 107.406, False, 0.7170137944277229743946163403, False, 109.28166666666666666666666667, 109.88566666666666666666666667
19970521, 109.813, 109.813, 108.719,  108.875, Down, Up, -1, -1, 107.406, False, 0.7529172425774636434998909746, False, 109.042, 109.82333333333333333333333333
19970522, 108.906, 108.969, 108.563,  108.688, Down, Up, -1, -1, 107.406, False, 0.7198775051891337726903775484, False, 108.78166666666666666666666667, 109.58366666666666666666666667
19970523, 108.906, 108.969, 108.75,  108.813, Down, Up, -1, -1, 107.406, False, 0.6780796475520734133865320676, False, 108.67733333333333333333333333, 109.25033333333333333333333333
19970527, 108.813, 108.844, 108.156,  108.313, Down, Down, -1, 18, 108.531, True, 0.6790244430233045168735290135, False, 108.48966666666666666666666667, 108.92733333333333333333333333
19970528, 108.25, 108.813, 108.188,  108.344, Down, Down, -1, 18, 108.531, True, 0.6738792579734659914570024408, False, 108.36466666666666666666666667, 108.87533333333333333333333333
19970529, 108.406, 108.938, 108.375,  108.938, Down, Down, -1, 18, 108.531, True, 0.6662717095950406589372879226, False, 108.23966666666666666666666667, 108.865
19970530, 109.031, 109.813, 108.938,  109.625, Up, Down, -1, -1, 108.531, False, 0.6861505943955129771337366919, False, 108.50033333333333333333333333, 109.188
19970602, 109.781, 110.031, 109.375,  109.75, Up, Down, -1, -1, 108.531, False, 0.6832791092149879316924284355, False, 108.896, 109.594
19970603, 109.875, 110.125, 109.625,  110.094, Up, Down, -1, -1, 108.531, False, 0.6658239559564176524836257274, False, 109.31266666666666666666666667, 109.98966666666666666666666667
19970604, 109.969, 110.156, 109.75,  110.031, Up, Down, -1, -1, 108.531, False, 0.6410788172939016855804232772, False, 109.58333333333333333333333333, 110.104
19970605, 109.906, 110.094, 109.75,  110, Up, Down, -1, -1, 108.531, False, 0.6127855965992443821918115365, False, 109.70833333333333333333333333, 110.125
19970606, 110.031, 111.281, 109.469,  111.219, Up, Up, 19, -1, 110.281, True, 0.7269964921612211076973532949, False, 109.65633333333333333333333333, 110.51033333333333333333333333
19970609, 111, 111.219, 110.531,  110.594, Up, Up, 19, -1, 110.281, True, 0.7232825405268190974404625049, False, 109.91666666666666666666666667, 110.86466666666666666666666667
19970610, 110.688, 110.969, 110.375,  110.531, Up, Up, 19, -1, 110.281, True, 0.7109699176195029929223232187, False, 110.125, 111.15633333333333333333333333
19970611, 110.594, 110.719, 110.469,  110.594, Up, Up, 19, -1, 110.281, True, 0.6670680207033598507392448169, False, 110.45833333333333333333333333, 110.969
19970612, 110.625, 111.531, 110.625,  111.375, Up, Up, 19, -1, 110.281, True, 0.6927758282554208173355072153, False, 110.48966666666666666666666667, 111.073
