Start Date = 23/10/1994 12:00:00 PM, length = 240, No. of Hits = 8, Error/Hit = 0, No. of Octave notes = 15
Start Date = 26/05/1995 12:00:00 PM, length = 240, No. of Hits = 13, Error/Hit = 0, No. of Octave notes = 13
Start Date = 27/05/1995 12:00:00 PM, length = 240, No. of Hits = 15, Error/Hit = 0, No. of Octave notes = 13
Start Date = 28/05/1995 12:00:00 PM, length = 240, No. of Hits = 14, Error/Hit = 0, No. of Octave notes = 13
Start Date = 29/05/1995 12:00:00 PM, length = 240, No. of Hits = 15, Error/Hit = 0, No. of Octave notes = 13
Start Date = 30/05/1995 12:00:00 PM, length = 240, No. of Hits = 14, Error/Hit = 0, No. of Octave notes = 13
Start Date = 31/05/1995 12:00:00 PM, length = 240, No. of Hits = 14, Error/Hit = 0, No. of Octave notes = 13
Start Date = 1/06/1995 12:00:00 PM, length = 240, No. of Hits = 13, Error/Hit = 0, No. of Octave notes = 13
Start Date = 2/06/1995 12:00:00 PM, length = 240, No. of Hits = 13, Error/Hit = 0, No. of Octave notes = 13
Start Date = 3/06/1995 12:00:00 PM, length = 240, No. of Hits = 13, Error/Hit = 0, No. of Octave notes = 13
Start Date = 4/06/1995 12:00:00 PM, length = 240, No. of Hits = 14, Error/Hit = 0, No. of Octave notes = 13
Start Date = 5/06/1995 12:00:00 PM, length = 240, No. of Hits = 13, Error/Hit = 0, No. of Octave notes = 13
Start Date = 6/06/1995 12:00:00 PM, length = 240, No. of Hits = 12, Error/Hit = 0, No. of Octave notes = 13
Start Date = 7/06/1995 12:00:00 PM, length = 240, No. of Hits = 11, Error/Hit = 0, No. of Octave notes = 13
Start Date = 8/06/1995 12:00:00 PM, length = 240, No. of Hits = 11, Error/Hit = 0, No. of Octave notes = 13
Start Date = 9/06/1995 12:00:00 PM, length = 240, No. of Hits = 13, Error/Hit = 0, No. of Octave notes = 13
Start Date = 10/06/1995 12:00:00 PM, length = 240, No. of Hits = 14, Error/Hit = 0, No. of Octave notes = 13
Start Date = 11/06/1995 12:00:00 PM, length = 240, No. of Hits = 12, Error/Hit = 0, No. of Octave notes = 13
Start Date = 12/06/1995 12:00:00 PM, length = 240, No. of Hits = 13, Error/Hit = 0, No. of Octave notes = 13
Start Date = 13/06/1995 12:00:00 PM, length = 240, No. of Hits = 11, Error/Hit = 0, No. of Octave notes = 13
Start Date = 14/06/1995 12:00:00 PM, length = 240, No. of Hits = 13, Error/Hit = 0, No. of Octave notes = 13
Start Date = 15/06/1995 12:00:00 PM, length = 240, No. of Hits = 12, Error/Hit = 0, No. of Octave notes = 13
Start Date = 16/06/1995 12:00:00 PM, length = 240, No. of Hits = 12, Error/Hit = 0, No. of Octave notes = 13
Start Date = 17/06/1995 12:00:00 PM, length = 240, No. of Hits = 12, Error/Hit = 0, No. of Octave notes = 13
Start Date = 18/06/1995 12:00:00 PM, length = 240, No. of Hits = 12, Error/Hit = 0, No. of Octave notes = 13
Start Date = 19/06/1995 12:00:00 PM, length = 240, No. of Hits = 12, Error/Hit = 0, No. of Octave notes = 13
Start Date = 20/06/1995 12:00:00 PM, length = 240, No. of Hits = 12, Error/Hit = 0, No. of Octave notes = 13
Start Date = 21/06/1995 12:00:00 PM, length = 240, No. of Hits = 11, Error/Hit = 0, No. of Octave notes = 13
Start Date = 22/06/1995 12:00:00 PM, length = 240, No. of Hits = 12, Error/Hit = 0, No. of Octave notes = 13
Start Date = 23/06/1995 12:00:00 PM, length = 240, No. of Hits = 12, Error/Hit = 0, No. of Octave notes = 13
Start Date = 24/06/1995 12:00:00 PM, length = 240, No. of Hits = 12, Error/Hit = 0, No. of Octave notes = 13
Start Date = 25/06/1995 12:00:00 PM, length = 240, No. of Hits = 11, Error/Hit = 0, No. of Octave notes = 13
Start Date = 26/06/1995 12:00:00 PM, length = 240, No. of Hits = 10, Error/Hit = 0, No. of Octave notes = 13
Start Date = 27/06/1995 12:00:00 PM, length = 240, No. of Hits = 11, Error/Hit = 0, No. of Octave notes = 13
Start Date = 28/06/1995 12:00:00 PM, length = 240, No. of Hits = 13, Error/Hit = 0, No. of Octave notes = 13
Start Date = 29/06/1995 12:00:00 PM, length = 240, No. of Hits = 12, Error/Hit = 0, No. of Octave notes = 13
Start Date = 30/06/1995 12:00:00 PM, length = 240, No. of Hits = 13, Error/Hit = 0, No. of Octave notes = 13
Start Date = 1/07/1995 12:00:00 PM, length = 240, No. of Hits = 11, Error/Hit = 0, No. of Octave notes = 13
Start Date = 2/07/1995 12:00:00 PM, length = 240, No. of Hits = 11, Error/Hit = 0, No. of Octave notes = 13
Start Date = 3/07/1995 12:00:00 PM, length = 240, No. of Hits = 11, Error/Hit = 0.727272727272727, No. of Octave notes = 13
Start Date = 4/07/1995 12:00:00 PM, length = 240, No. of Hits = 11, Error/Hit = 0.636363636363636, No. of Octave notes = 13
Start Date = 5/07/1995 12:00:00 PM, length = 240, No. of Hits = 10, Error/Hit = 0.6, No. of Octave notes = 13
Start Date = 6/07/1995 12:00:00 PM, length = 240, No. of Hits = 11, Error/Hit = 0.454545454545455, No. of Octave notes = 13
Start Date = 7/07/1995 12:00:00 PM, length = 240, No. of Hits = 11, Error/Hit = 0.363636363636364, No. of Octave notes = 13
Start Date = 8/07/1995 12:00:00 PM, length = 240, No. of Hits = 11, Error/Hit = 0.272727272727273, No. of Octave notes = 13
Start Date = 9/07/1995 12:00:00 PM, length = 240, No. of Hits = 10, Error/Hit = 0.2, No. of Octave notes = 13
Start Date = 10/07/1995 12:00:00 PM, length = 240, No. of Hits = 11, Error/Hit = 0.0909090909090909, No. of Octave notes = 13
Start Date = 11/07/1995 12:00:00 PM, length = 240, No. of Hits = 12, Error/Hit = 0, No. of Octave notes = 13
Start Date = 12/07/1995 12:00:00 PM, length = 240, No. of Hits = 14, Error/Hit = 0.0714285714285714, No. of Octave notes = 13
Start Date = 13/07/1995 12:00:00 PM, length = 240, No. of Hits = 13, Error/Hit = 0.153846153846154, No. of Octave notes = 13
Start Date = 14/07/1995 12:00:00 PM, length = 240, No. of Hits = 14, Error/Hit = 0.214285714285714, No. of Octave notes = 13
Start Date = 15/07/1995 12:00:00 PM, length = 240, No. of Hits = 12, Error/Hit = 0.333333333333333, No. of Octave notes = 13
Start Date = 16/07/1995 12:00:00 PM, length = 240, No. of Hits = 12, Error/Hit = 0.416666666666667, No. of Octave notes = 13
Start Date = 17/07/1995 12:00:00 PM, length = 240, No. of Hits = 11, Error/Hit = 0.545454545454545, No. of Octave notes = 13
Start Date = 18/07/1995 12:00:00 PM, length = 240, No. of Hits = 11, Error/Hit = 0.636363636363636, No. of Octave notes = 13
Start Date = 19/07/1995 12:00:00 PM, length = 240, No. of Hits = 13, Error/Hit = 0.615384615384615, No. of Octave notes = 13
Start Date = 20/07/1995 12:00:00 PM, length = 240, No. of Hits = 14, Error/Hit = 0, No. of Octave notes = 12
Start Date = 21/07/1995 12:00:00 PM, length = 240, No. of Hits = 14, Error/Hit = 0, No. of Octave notes = 12
Start Date = 22/07/1995 12:00:00 PM, length = 240, No. of Hits = 15, Error/Hit = 0, No. of Octave notes = 12
Start Date = 23/07/1995 12:00:00 PM, length = 240, No. of Hits = 14, Error/Hit = 0, No. of Octave notes = 12
Start Date = 24/07/1995 12:00:00 PM, length = 240, No. of Hits = 15, Error/Hit = 0, No. of Octave notes = 12
Start Date = 25/07/1995 12:00:00 PM, length = 240, No. of Hits = 15, Error/Hit = 0, No. of Octave notes = 12
Start Date = 26/07/1995 12:00:00 PM, length = 240, No. of Hits = 15, Error/Hit = 0, No. of Octave notes = 12
Start Date = 27/07/1995 12:00:00 PM, length = 240, No. of Hits = 14, Error/Hit = 0, No. of Octave notes = 12
Start Date = 28/07/1995 12:00:00 PM, length = 240, No. of Hits = 13, Error/Hit = 0, No. of Octave notes = 12
Start Date = 29/07/1995 12:00:00 PM, length = 240, No. of Hits = 11, Error/Hit = 0, No. of Octave notes = 12
Start Date = 30/07/1995 12:00:00 PM, length = 240, No. of Hits = 11, Error/Hit = 0, No. of Octave notes = 12
Start Date = 31/07/1995 12:00:00 PM, length = 240, No. of Hits = 10, Error/Hit = 0, No. of Octave notes = 12
Start Date = 1/08/1995 12:00:00 PM, length = 240, No. of Hits = 10, Error/Hit = 0, No. of Octave notes = 12
Start Date = 2/08/1995 12:00:00 PM, length = 240, No. of Hits = 10, Error/Hit = 0, No. of Octave notes = 12
Start Date = 3/08/1995 12:00:00 PM, length = 240, No. of Hits = 13, Error/Hit = 0, No. of Octave notes = 12
Start Date = 4/08/1995 12:00:00 PM, length = 240, No. of Hits = 13, Error/Hit = 0, No. of Octave notes = 12
Start Date = 5/08/1995 12:00:00 PM, length = 240, No. of Hits = 11, Error/Hit = 0, No. of Octave notes = 12
Start Date = 6/08/1995 12:00:00 PM, length = 240, No. of Hits = 11, Error/Hit = 0, No. of Octave notes = 12
Start Date = 7/08/1995 12:00:00 PM, length = 240, No. of Hits = 12, Error/Hit = 0, No. of Octave notes = 12
Start Date = 8/08/1995 12:00:00 PM, length = 240, No. of Hits = 12, Error/Hit = 0, No. of Octave notes = 12
Start Date = 9/08/1995 12:00:00 PM, length = 240, No. of Hits = 12, Error/Hit = 0, No. of Octave notes = 12
Start Date = 10/08/1995 12:00:00 PM, length = 240, No. of Hits = 12, Error/Hit = 0, No. of Octave notes = 12
Start Date = 11/08/1995 12:00:00 PM, length = 240, No. of Hits = 12, Error/Hit = 0, No. of Octave notes = 12
Start Date = 12/08/1995 12:00:00 PM, length = 240, No. of Hits = 11, Error/Hit = 0, No. of Octave notes = 12
Start Date = 13/08/1995 12:00:00 PM, length = 240, No. of Hits = 12, Error/Hit = 0, No. of Octave notes = 12
Start Date = 14/08/1995 12:00:00 PM, length = 240, No. of Hits = 12, Error/Hit = 0, No. of Octave notes = 12
Start Date = 15/08/1995 12:00:00 PM, length = 240, No. of Hits = 13, Error/Hit = 0, No. of Octave notes = 12
Start Date = 16/08/1995 12:00:00 PM, length = 240, No. of Hits = 13, Error/Hit = 0, No. of Octave notes = 12
Start Date = 17/08/1995 12:00:00 PM, length = 240, No. of Hits = 12, Error/Hit = 0, No. of Octave notes = 12
Start Date = 18/08/1995 12:00:00 PM, length = 240, No. of Hits = 14, Error/Hit = 0, No. of Octave notes = 12
Start Date = 19/08/1995 12:00:00 PM, length = 240, No. of Hits = 15, Error/Hit = 0, No. of Octave notes = 12
Start Date = 20/08/1995 12:00:00 PM, length = 240, No. of Hits = 12, Error/Hit = 0, No. of Octave notes = 12
Start Date = 21/08/1995 12:00:00 PM, length = 240, No. of Hits = 13, Error/Hit = 0, No. of Octave notes = 12
Start Date = 22/08/1995 12:00:00 PM, length = 240, No. of Hits = 13, Error/Hit = 0, No. of Octave notes = 12
Start Date = 23/08/1995 12:00:00 PM, length = 240, No. of Hits = 12, Error/Hit = 0, No. of Octave notes = 12
Start Date = 24/08/1995 12:00:00 PM, length = 240, No. of Hits = 11, Error/Hit = 0, No. of Octave notes = 12
Start Date = 25/08/1995 12:00:00 PM, length = 240, No. of Hits = 10, Error/Hit = 0, No. of Octave notes = 12
Start Date = 26/08/1995 12:00:00 PM, length = 240, No. of Hits = 11, Error/Hit = 0, No. of Octave notes = 12
Start Date = 27/08/1995 12:00:00 PM, length = 240, No. of Hits = 11, Error/Hit = 0, No. of Octave notes = 12
Start Date = 28/08/1995 12:00:00 PM, length = 240, No. of Hits = 11, Error/Hit = 0, No. of Octave notes = 12
Start Date = 29/08/1995 12:00:00 PM, length = 240, No. of Hits = 12, Error/Hit = 0, No. of Octave notes = 12
Start Date = 30/08/1995 12:00:00 PM, length = 240, No. of Hits = 12, Error/Hit = 0, No. of Octave notes = 12
Start Date = 31/08/1995 12:00:00 PM, length = 240, No. of Hits = 12, Error/Hit = 0, No. of Octave notes = 12
Start Date = 1/09/1995 12:00:00 PM, length = 240, No. of Hits = 11, Error/Hit = 0, No. of Octave notes = 12
Start Date = 2/09/1995 12:00:00 PM, length = 240, No. of Hits = 13, Error/Hit = 0, No. of Octave notes = 12
Start Date = 3/09/1995 12:00:00 PM, length = 240, No. of Hits = 13, Error/Hit = 0, No. of Octave notes = 12
Start Date = 4/09/1995 12:00:00 PM, length = 240, No. of Hits = 12, Error/Hit = 0, No. of Octave notes = 12
Start Date = 5/09/1995 12:00:00 PM, length = 240, No. of Hits = 11, Error/Hit = 0, No. of Octave notes = 12
Start Date = 6/09/1995 12:00:00 PM, length = 240, No. of Hits = 12, Error/Hit = 0, No. of Octave notes = 12
Start Date = 7/09/1995 12:00:00 PM, length = 240, No. of Hits = 13, Error/Hit = 0, No. of Octave notes = 12
Start Date = 8/09/1995 12:00:00 PM, length = 240, No. of Hits = 14, Error/Hit = 0, No. of Octave notes = 12
Start Date = 9/09/1995 12:00:00 PM, length = 240, No. of Hits = 14, Error/Hit = 0, No. of Octave notes = 12
Start Date = 10/09/1995 12:00:00 PM, length = 240, No. of Hits = 16, Error/Hit = 0, No. of Octave notes = 12
Start Date = 11/09/1995 12:00:00 PM, length = 240, No. of Hits = 16, Error/Hit = 0, No. of Octave notes = 12
Start Date = 12/09/1995 12:00:00 PM, length = 240, No. of Hits = 15, Error/Hit = 0, No. of Octave notes = 12
Start Date = 13/09/1995 12:00:00 PM, length = 240, No. of Hits = 14, Error/Hit = 0, No. of Octave notes = 12
Start Date = 14/09/1995 12:00:00 PM, length = 240, No. of Hits = 14, Error/Hit = 0, No. of Octave notes = 12
Start Date = 15/09/1995 12:00:00 PM, length = 240, No. of Hits = 14, Error/Hit = 0, No. of Octave notes = 12
Start Date = 16/09/1995 12:00:00 PM, length = 240, No. of Hits = 13, Error/Hit = 0, No. of Octave notes = 12
Start Date = 17/09/1995 12:00:00 PM, length = 240, No. of Hits = 13, Error/Hit = 0, No. of Octave notes = 12
Start Date = 18/09/1995 12:00:00 PM, length = 240, No. of Hits = 15, Error/Hit = 0, No. of Octave notes = 12
Start Date = 19/09/1995 12:00:00 PM, length = 240, No. of Hits = 14, Error/Hit = 0, No. of Octave notes = 12
Start Date = 20/09/1995 12:00:00 PM, length = 240, No. of Hits = 13, Error/Hit = 0, No. of Octave notes = 12
Start Date = 21/09/1995 12:00:00 PM, length = 240, No. of Hits = 13, Error/Hit = 0.615384615384615, No. of Octave notes = 12
Start Date = 22/09/1995 12:00:00 PM, length = 240, No. of Hits = 14, Error/Hit = 0.5, No. of Octave notes = 12
Start Date = 23/09/1995 12:00:00 PM, length = 240, No. of Hits = 13, Error/Hit = 0.461538461538462, No. of Octave notes = 12
Start Date = 24/09/1995 12:00:00 PM, length = 240, No. of Hits = 11, Error/Hit = 0.454545454545455, No. of Octave notes = 12
Start Date = 25/09/1995 12:00:00 PM, length = 240, No. of Hits = 11, Error/Hit = 0.363636363636364, No. of Octave notes = 12
Start Date = 26/09/1995 12:00:00 PM, length = 240, No. of Hits = 11, Error/Hit = 0.272727272727273, No. of Octave notes = 12
Start Date = 27/09/1995 12:00:00 PM, length = 240, No. of Hits = 9, Error/Hit = 0.222222222222222, No. of Octave notes = 12
Start Date = 28/09/1995 12:00:00 PM, length = 240, No. of Hits = 9, Error/Hit = 0.111111111111111, No. of Octave notes = 12
Start Date = 29/09/1995 12:00:00 PM, length = 240, No. of Hits = 11, Error/Hit = 0, No. of Octave notes = 12
Start Date = 30/09/1995 12:00:00 PM, length = 240, No. of Hits = 11, Error/Hit = 0.0909090909090909, No. of Octave notes = 12
Start Date = 1/10/1995 12:00:00 PM, length = 240, No. of Hits = 10, Error/Hit = 0.2, No. of Octave notes = 12
Start Date = 2/10/1995 12:00:00 PM, length = 240, No. of Hits = 11, Error/Hit = 0.272727272727273, No. of Octave notes = 12
Start Date = 3/10/1995 12:00:00 PM, length = 240, No. of Hits = 11, Error/Hit = 0.363636363636364, No. of Octave notes = 12
Start Date = 4/10/1995 12:00:00 PM, length = 240, No. of Hits = 11, Error/Hit = 0.454545454545455, No. of Octave notes = 12
Start Date = 5/10/1995 12:00:00 PM, length = 240, No. of Hits = 10, Error/Hit = 0.6, No. of Octave notes = 12
Start Date = 6/10/1995 12:00:00 PM, length = 240, No. of Hits = 9, Error/Hit = 0.777777777777778, No. of Octave notes = 12
Start Date = 7/10/1995 12:00:00 PM, length = 240, No. of Hits = 13, Error/Hit = 0.615384615384615, No. of Octave notes = 12
Start Date = 8/10/1995 12:00:00 PM, length = 240, No. of Hits = 13, Error/Hit = 0, No. of Octave notes = 11
Start Date = 9/10/1995 12:00:00 PM, length = 240, No. of Hits = 12, Error/Hit = 0, No. of Octave notes = 11
Start Date = 10/10/1995 12:00:00 PM, length = 240, No. of Hits = 12, Error/Hit = 0, No. of Octave notes = 11
Start Date = 11/10/1995 12:00:00 PM, length = 240, No. of Hits = 12, Error/Hit = 0, No. of Octave notes = 11
Start Date = 12/10/1995 12:00:00 PM, length = 240, No. of Hits = 12, Error/Hit = 0, No. of Octave notes = 11
Start Date = 13/10/1995 12:00:00 PM, length = 240, No. of Hits = 12, Error/Hit = 0, No. of Octave notes = 11
Start Date = 14/10/1995 12:00:00 PM, length = 240, No. of Hits = 13, Error/Hit = 0, No. of Octave notes = 11
Start Date = 15/10/1995 12:00:00 PM, length = 240, No. of Hits = 13, Error/Hit = 0, No. of Octave notes = 11
Start Date = 16/10/1995 12:00:00 PM, length = 240, No. of Hits = 11, Error/Hit = 0, No. of Octave notes = 11
Start Date = 17/10/1995 12:00:00 PM, length = 240, No. of Hits = 11, Error/Hit = 0, No. of Octave notes = 11
Start Date = 18/10/1995 12:00:00 PM, length = 240, No. of Hits = 12, Error/Hit = 0, No. of Octave notes = 11
Start Date = 19/10/1995 12:00:00 PM, length = 240, No. of Hits = 10, Error/Hit = 0, No. of Octave notes = 11
Start Date = 20/10/1995 12:00:00 PM, length = 240, No. of Hits = 12, Error/Hit = 0, No. of Octave notes = 11
Start Date = 21/10/1995 12:00:00 PM, length = 240, No. of Hits = 12, Error/Hit = 0, No. of Octave notes = 11
Start Date = 22/10/1995 12:00:00 PM, length = 240, No. of Hits = 15, Error/Hit = 0, No. of Octave notes = 11
Start Date = 23/10/1995 12:00:00 PM, length = 240, No. of Hits = 15, Error/Hit = 0, No. of Octave notes = 11
Start Date = 24/10/1995 12:00:00 PM, length = 240, No. of Hits = 11, Error/Hit = 0, No. of Octave notes = 11
Start Date = 25/10/1995 12:00:00 PM, length = 240, No. of Hits = 11, Error/Hit = 0, No. of Octave notes = 11
Start Date = 26/10/1995 12:00:00 PM, length = 240, No. of Hits = 12, Error/Hit = 0, No. of Octave notes = 11
Start Date = 27/10/1995 12:00:00 PM, length = 240, No. of Hits = 12, Error/Hit = 0, No. of Octave notes = 11
Start Date = 28/10/1995 12:00:00 PM, length = 240, No. of Hits = 12, Error/Hit = 0, No. of Octave notes = 11
Start Date = 29/10/1995 12:00:00 PM, length = 240, No. of Hits = 12, Error/Hit = 0, No. of Octave notes = 11
Start Date = 30/10/1995 12:00:00 PM, length = 240, No. of Hits = 11, Error/Hit = 0, No. of Octave notes = 11
Start Date = 31/10/1995 12:00:00 PM, length = 240, No. of Hits = 10, Error/Hit = 0, No. of Octave notes = 11
Start Date = 1/11/1995 12:00:00 PM, length = 240, No. of Hits = 10, Error/Hit = 0, No. of Octave notes = 11
Start Date = 2/11/1995 12:00:00 PM, length = 240, No. of Hits = 11, Error/Hit = 0, No. of Octave notes = 11
Start Date = 3/11/1995 12:00:00 PM, length = 240, No. of Hits = 12, Error/Hit = 0, No. of Octave notes = 11
Start Date = 4/11/1995 12:00:00 PM, length = 240, No. of Hits = 12, Error/Hit = 0, No. of Octave notes = 11
Start Date = 5/11/1995 12:00:00 PM, length = 240, No. of Hits = 13, Error/Hit = 0, No. of Octave notes = 11
Start Date = 6/11/1995 12:00:00 PM, length = 240, No. of Hits = 12, Error/Hit = 0, No. of Octave notes = 11
Start Date = 7/11/1995 12:00:00 PM, length = 240, No. of Hits = 12, Error/Hit = 0, No. of Octave notes = 11
Start Date = 8/11/1995 12:00:00 PM, length = 240, No. of Hits = 8, Error/Hit = 0, No. of Octave notes = 11
Start Date = 9/11/1995 12:00:00 PM, length = 240, No. of Hits = 8, Error/Hit = 0, No. of Octave notes = 11
Start Date = 10/11/1995 12:00:00 PM, length = 240, No. of Hits = 8, Error/Hit = 0, No. of Octave notes = 11
Start Date = 11/11/1995 12:00:00 PM, length = 240, No. of Hits = 8, Error/Hit = 0, No. of Octave notes = 11
Start Date = 12/11/1995 12:00:00 PM, length = 240, No. of Hits = 7, Error/Hit = 0, No. of Octave notes = 11
Start Date = 13/11/1995 12:00:00 PM, length = 240, No. of Hits = 7, Error/Hit = 0, No. of Octave notes = 11
Start Date = 14/11/1995 12:00:00 PM, length = 240, No. of Hits = 7, Error/Hit = 0, No. of Octave notes = 11
Start Date = 15/11/1995 12:00:00 PM, length = 240, No. of Hits = 6, Error/Hit = 0, No. of Octave notes = 11
Start Date = 16/11/1995 12:00:00 PM, length = 240, No. of Hits = 7, Error/Hit = 0, No. of Octave notes = 11
Start Date = 17/11/1995 12:00:00 PM, length = 240, No. of Hits = 8, Error/Hit = 0, No. of Octave notes = 11
Start Date = 18/11/1995 12:00:00 PM, length = 240, No. of Hits = 9, Error/Hit = 0, No. of Octave notes = 11
Start Date = 19/11/1995 12:00:00 PM, length = 240, No. of Hits = 8, Error/Hit = 0, No. of Octave notes = 11
Start Date = 20/11/1995 12:00:00 PM, length = 240, No. of Hits = 7, Error/Hit = 0, No. of Octave notes = 11
Start Date = 21/11/1995 12:00:00 PM, length = 240, No. of Hits = 7, Error/Hit = 0, No. of Octave notes = 11
Start Date = 22/11/1995 12:00:00 PM, length = 240, No. of Hits = 6, Error/Hit = 0, No. of Octave notes = 11
Start Date = 23/11/1995 12:00:00 PM, length = 240, No. of Hits = 5, Error/Hit = 0, No. of Octave notes = 11
Start Date = 24/11/1995 12:00:00 PM, length = 240, No. of Hits = 5, Error/Hit = 0, No. of Octave notes = 11
Start Date = 25/11/1995 12:00:00 PM, length = 240, No. of Hits = 8, Error/Hit = 0, No. of Octave notes = 11
Start Date = 26/11/1995 12:00:00 PM, length = 240, No. of Hits = 8, Error/Hit = 0, No. of Octave notes = 11
Start Date = 27/11/1995 12:00:00 PM, length = 240, No. of Hits = 9, Error/Hit = 0, No. of Octave notes = 11
Start Date = 28/11/1995 12:00:00 PM, length = 240, No. of Hits = 9, Error/Hit = 0, No. of Octave notes = 11
Start Date = 29/11/1995 12:00:00 PM, length = 240, No. of Hits = 10, Error/Hit = 0, No. of Octave notes = 11
Start Date = 30/11/1995 12:00:00 PM, length = 240, No. of Hits = 10, Error/Hit = 0, No. of Octave notes = 11
Start Date = 1/12/1995 12:00:00 PM, length = 240, No. of Hits = 12, Error/Hit = 0, No. of Octave notes = 11
Start Date = 2/12/1995 12:00:00 PM, length = 240, No. of Hits = 13, Error/Hit = 0, No. of Octave notes = 11
Start Date = 3/12/1995 12:00:00 PM, length = 240, No. of Hits = 13, Error/Hit = 0, No. of Octave notes = 11
Start Date = 4/12/1995 12:00:00 PM, length = 240, No. of Hits = 13, Error/Hit = 0, No. of Octave notes = 11
Start Date = 5/12/1995 12:00:00 PM, length = 240, No. of Hits = 12, Error/Hit = 0, No. of Octave notes = 11
Start Date = 6/12/1995 12:00:00 PM, length = 240, No. of Hits = 13, Error/Hit = 0, No. of Octave notes = 11
Start Date = 7/12/1995 12:00:00 PM, length = 240, No. of Hits = 13, Error/Hit = 0, No. of Octave notes = 11
Start Date = 8/12/1995 12:00:00 PM, length = 240, No. of Hits = 12, Error/Hit = 0, No. of Octave notes = 11
Start Date = 9/12/1995 12:00:00 PM, length = 240, No. of Hits = 12, Error/Hit = 0, No. of Octave notes = 11
Start Date = 10/12/1995 12:00:00 PM, length = 240, No. of Hits = 13, Error/Hit = 0.615384615384615, No. of Octave notes = 11
Start Date = 11/12/1995 12:00:00 PM, length = 240, No. of Hits = 14, Error/Hit = 0.5, No. of Octave notes = 11
Start Date = 12/12/1995 12:00:00 PM, length = 240, No. of Hits = 11, Error/Hit = 0.545454545454545, No. of Octave notes = 11
Start Date = 13/12/1995 12:00:00 PM, length = 240, No. of Hits = 11, Error/Hit = 0.454545454545455, No. of Octave notes = 11
Start Date = 14/12/1995 12:00:00 PM, length = 240, No. of Hits = 10, Error/Hit = 0.4, No. of Octave notes = 11
Start Date = 15/12/1995 12:00:00 PM, length = 240, No. of Hits = 9, Error/Hit = 0.333333333333333, No. of Octave notes = 11
Start Date = 16/12/1995 12:00:00 PM, length = 240, No. of Hits = 8, Error/Hit = 0.25, No. of Octave notes = 11
Start Date = 17/12/1995 12:00:00 PM, length = 240, No. of Hits = 8, Error/Hit = 0.125, No. of Octave notes = 11
Start Date = 18/12/1995 12:00:00 PM, length = 240, No. of Hits = 6, Error/Hit = 0, No. of Octave notes = 11
Start Date = 19/12/1995 12:00:00 PM, length = 240, No. of Hits = 7, Error/Hit = 0.142857142857143, No. of Octave notes = 11
Start Date = 20/12/1995 12:00:00 PM, length = 240, No. of Hits = 6, Error/Hit = 0.333333333333333, No. of Octave notes = 11
Start Date = 21/12/1995 12:00:00 PM, length = 240, No. of Hits = 6, Error/Hit = 0.5, No. of Octave notes = 11
Start Date = 22/12/1995 12:00:00 PM, length = 240, No. of Hits = 6, Error/Hit = 0.666666666666667, No. of Octave notes = 11
Start Date = 23/12/1995 12:00:00 PM, length = 240, No. of Hits = 5, Error/Hit = 1, No. of Octave notes = 11
